"Date","Quadrat","Meter.point","Sampler","Recorder","Bedrock","Boulder","Cobble","Sand/Gravel/Pebble","Water","SiteHeightYear","SUBSTRATE-ROCK","SUBSTRATE-SAND","WATER","Pebble","SAND SCOUR","SUBSTRATE-Clam shell","Site","Zone","Year","UID","Shore_height_cm","Lat","Long"
2017-05-24,"9",42,"PTM","PTM",NA,"85","15",NA,NA,"West Beach MID 2017",NA,NA,NA,NA,NA,NA,"West Beach","MID","2017","West Beach MID 2017 9",259,51.6509628615959,-128.14368625163
2017-05-24,"10",46,"Sam","Katy Davis",NA,"80","20",NA,NA,"West Beach MID 2017",NA,NA,"19",NA,NA,NA,"West Beach","MID","2017","West Beach MID 2017 10",181,51.6509416307378,-128.143732921332
2017-05-24,"1",1,"SCL","SCL",NA,"85","5",NA,NA,"West Beach HIGH 2017",NA,"0.5",NA,"10",NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 1",239,51.6509994978192,-128.143028541679
2017-05-24,"2",10,"Kyra","Lauran",NA,"96","2",NA,NA,"West Beach HIGH 2017",NA,"2","4",NA,NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 2",245,51.6509382551506,-128.143113564465
2017-05-24,"3",13,"PTM","PTM",NA,"100",NA,NA,NA,"West Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 3",248,51.6509178439175,-128.14314190625
2017-05-24,"4",16,"Kyra","Lauran",NA,"50","50",NA,NA,"West Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 4",260,51.6508974236763,-128.143170246734
2017-05-24,"5",20,"Kyra","Lauran",NA,"64","35",NA,NA,"West Beach HIGH 2017",NA,"1","14",NA,NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 5",213,51.6508702026744,-128.143208034374
2017-05-24,"6",24,"Sam","Katy Davis",NA,"99","1",NA,NA,"West Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 6",227,51.6508429906609,-128.143245823245
2017-05-24,"7",30,"Kyra","Lauran",NA,"100",NA,NA,NA,"West Beach HIGH 2017",NA,NA,"0.5",NA,NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 7",320,51.6508021591211,-128.143302505276
2017-05-24,"8",34,"SCL","SCL",NA,"100",NA,NA,NA,"West Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 8",270,51.6507749380754,-128.143340292758
2017-05-24,"9",35,"Sam","Katy Davis",NA,"100",NA,NA,NA,"West Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 9",279,51.6507681373099,-128.143349739898
2017-05-24,"10",42,"Kyra","Lauran",NA,"86","14",NA,NA,"West Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2017","West Beach HIGH 2017 10",352,51.6507204959571,-128.143415869031
2017-05-25,"1",3,"SCL","SCL","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,"10","3",NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 1",137,51.640844647478,-128.156685502379
2017-05-25,"2",5,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,"5",NA,NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 2",138,51.6408370577915,-128.1567117036
2017-05-25,"3",6,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,"6","3",NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 3",128,51.6408332674361,-128.156724803401
2017-05-25,"4",7,"SCL","SCL","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,"2",NA,NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 4",166,51.6408294680887,-128.156737903366
2017-05-25,"5",9,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,NA,"10",NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 5",165,51.6408218783904,-128.156764104569
2017-05-25,"6",11,"SCL","SCL","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,"0.5",NA,NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 6",151,51.6408142886862,-128.156790305763
2017-05-25,"7",12,"SCL","SCL","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 7",150,51.640810498322,-128.156803405551
2017-05-25,"8",13,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 8",137,51.6408066989657,-128.156816505504
2017-05-25,"9",22,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 9",200,51.640772549677,-128.15693440848
2017-05-25,"10",23,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach LOW 2017",NA,"2","2",NA,NA,NA,"Fifth Beach","LOW","2017","Fifth Beach LOW 2017 10",202,51.640768750306,-128.156947508411
2017-05-25,"1",2,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,"2",NA,NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 1",236,51.6408091375243,-128.156623931459
2017-05-25,"2",3,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,"2",NA,NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 2",198,51.6408059345108,-128.156637430786
2017-05-25,"3",4,"SCL","SCL","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,"15","14",NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 3",221,51.640802731506,-128.156650931557
2017-05-25,"4",5,"SCL","SCL","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,"7","2",NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 4",221,51.6407995195092,-128.156664432492
2017-05-25,"5",6,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,"13","2",NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 5",203,51.6407963165014,-128.156677933258
2017-05-25,"6",15,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 6",170,51.6407674623681,-128.15679943768
2017-05-25,"7",18,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 7",225,51.6407578443025,-128.156839940084
2017-05-25,"8",21,"PTM","PTM","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,"6","92",NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 8",226,51.6407482262125,-128.156880441025
2017-05-25,"9",23,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 9",242,51.6407418111547,-128.156907442662
2017-05-25,"10",24,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach MID 2017",NA,NA,"10",NA,NA,NA,"Fifth Beach","MID","2017","Fifth Beach MID 2017 10",244,51.6407386081187,-128.156920943395
2017-05-25,"1",3,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 1",345,51.6407836785306,-128.156585900634
2017-05-25,"2",7,"SCL","SCL","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,NA,"4",NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 2",248,51.6407659211709,-128.156636161453
2017-05-25,"3",9,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 3",336,51.6407570379824,-128.156661291209
2017-05-25,"4",10,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 4",305,51.6407525963914,-128.156673856806
2017-05-25,"5",11,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 5",320,51.6407481547885,-128.156686420955
2017-05-25,"6",12,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 6",315,51.6407437131947,-128.156698986547
2017-05-25,"7",15,"SCL","SCL","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,"2","5",NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 7",243,51.6407303973853,-128.156736681696
2017-05-25,"8",23,"LL","KJ","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 8",356,51.6406948645223,-128.156837201948
2017-05-25,"9",27,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 9",349,51.6406771070538,-128.156887462572
2017-05-25,"10",29,"SS","KD","100",NA,NA,NA,NA,"Fifth Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2017","Fifth Beach HIGH 2017 10",326,51.6406670517437,-128.156915911791
2017-05-25,"1",0,"KJ","LL","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,"23",NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 1",NA,51.6653870716916,-128.135297556411
2017-05-25,"2",3,"SCL","SCL","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,"2",NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 2",97,51.6654140473038,-128.135297622668
2017-05-25,"3",4,"SS","KD","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 3",106,51.6654230391781,-128.135297645236
2017-05-25,"4",6,"SS","KD","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,"4",NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 4",100,51.6654410139254,-128.135297689096
2017-05-25,"5",7,"SCL","SCL","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,"8",NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 5",96,51.6654500057997,-128.135297711664
2017-05-25,"6",9,"KJ","LL","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 6",114,51.6654679895374,-128.135297755353
2017-05-25,"7",10,"SS","KD","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,"1",NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 7",132,51.6654769814116,-128.135297777921
2017-05-25,"8",12,"SCL","SCL","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 8",151,51.6654949651493,-128.13529782161
2017-05-25,"9",18,"KJ","LL","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 9",171,51.6655489073928,-128.13529795574
2017-05-25,"10",23,"KD","SS","100",NA,NA,NA,NA,"North Beach LOW 2017",NA,NA,NA,NA,NA,NA,"North Beach","LOW","2017","North Beach LOW 2017 10",157,51.665590368904,-128.135298057089
2017-05-25,"1",2,"SS","KD","85",NA,"15",NA,NA,"North Beach MID 2017",NA,NA,"66",NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 1",209,51.665400840103,-128.13523799937
2017-05-25,"2",4,"SCL","SCL","100",NA,NA,NA,NA,"North Beach MID 2017",NA,NA,"2",NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 2",207,51.6654188153251,-128.135236886449
2017-05-25,"3",5,"KJ","LL","100",NA,NA,NA,NA,"North Beach MID 2017",NA,NA,"10",NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 3",184,51.6654277939511,-128.135236330882
2017-05-25,"4",6,"KJ","LL","100",NA,NA,NA,NA,"North Beach MID 2017",NA,NA,"10",NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 4",216,51.6654367815675,-128.135235775144
2017-05-25,"5",9,"PTM","PTM","100",NA,NA,NA,NA,"North Beach MID 2017",NA,NA,NA,NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 5",200,51.6654637354154,-128.135234106654
2017-05-25,"6",11,"SCL","SCL","100",NA,NA,NA,NA,"North Beach MID 2017",NA,NA,"1",NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 6",278,51.6654817016468,-128.135232993901
2017-05-25,"7",13,"KD","SS","100",NA,NA,NA,NA,"North Beach MID 2017",NA,NA,NA,NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 7",278,51.6654996678889,-128.135231882592
2017-05-25,"8",17,"SCL","SCL","100",NA,NA,NA,NA,"North Beach MID 2017",NA,NA,"5",NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 8",260,51.6655356093526,-128.135229658356
2017-05-25,"9",18,"KJ","LL","100",NA,NA,NA,NA,"North Beach MID 2017",NA,NA,"4",NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 9",267,51.6655445969688,-128.135229102615
2017-05-25,"10",21,"SS","KD","100",NA,NA,NA,NA,"North Beach MID 2017",NA,NA,"21",NA,NA,NA,"North Beach","MID","2017","North Beach MID 2017 10",285,51.6655715508161,-128.135227434116
2017-05-25,"1",1,"SS","SS","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,"4",NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 1",382,51.6653904534237,-128.135093733754
2017-05-25,"2",4,"KJ","LL","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 2",319,51.6654164437673,-128.135105308059
2017-05-25,"3",6,"SCL","SCL","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,"8",NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 3",318,51.6654337736628,-128.135113024694
2017-05-25,"4",8,"KJ","LL","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,"1",NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 4",379,51.6654511035577,-128.135120741335
2017-05-25,"5",11,"PTM","PTM","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 5",346,51.6654771028889,-128.135132315499
2017-05-25,"6",13,"KJ","LL","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 6",287,51.6654944327825,-128.135140032154
2017-05-25,"7",16,"SS","KD","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 7",282,51.6655204231214,-128.135151606511
2017-05-25,"8",20,"SS","KD","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 8",219,51.6655550828947,-128.135167038411
2017-05-25,"9",21,"SCL","SCL","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 9",230,51.6655637523409,-128.135170897388
2017-05-25,"10",23,"SS","KD","100",NA,NA,NA,NA,"North Beach HIGH 2017",NA,NA,NA,NA,NA,NA,"North Beach","HIGH","2017","North Beach HIGH 2017 10",243,51.6655810822319,-128.135178614073
2017-05-25,"1",2,"SCL","SCL",NA,NA,"40",NA,NA,"Meay Channel LOW 2017",NA,"34","0.5","20",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 1",NA,51.6634636757769,-128.097169054864
2017-05-25,"2",4,"LL","KJ",NA,NA,"33",NA,NA,"Meay Channel LOW 2017",NA,"15","2","52",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 2",NA,51.6634458930479,-128.097164755487
2017-05-25,"3",9,"SCL","SCL",NA,NA,"43",NA,NA,"Meay Channel LOW 2017",NA,"18","0.5","26",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 3",NA,51.6634014362244,-128.09715400706
2017-05-25,"4",13,"SS","KD",NA,NA,"79",NA,NA,"Meay Channel LOW 2017",NA,"13","0","14",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 4",NA,51.6633658707648,-128.097145408333
2017-05-25,"5",15,"LL","KJ",NA,NA,"24",NA,NA,"Meay Channel LOW 2017",NA,"46",NA,"30",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 5",NA,51.6633480880347,-128.097141108975
2017-05-25,"6",20,"SCL","SCL",NA,NA,"26",NA,NA,"Meay Channel LOW 2017",NA,"14","35","56",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 6",NA,51.6633036401989,-128.097130360414
2017-05-25,"7",28,"LL","KJ",NA,NA,"31",NA,NA,"Meay Channel LOW 2017",NA,"7","12","61",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 7",NA,51.6632325092746,-128.097113163046
2017-05-25,"8",33,"SS","KD",NA,NA,"33",NA,NA,"Meay Channel LOW 2017",NA,"20","25","47",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 8",NA,51.6631880524453,-128.097102414718
2017-05-25,"9",42,"PTM","PTM",NA,NA,"44",NA,NA,"Meay Channel LOW 2017",NA,"18",NA,"32",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 9",NA,51.6631080301495,-128.097083067778
2017-05-25,"10",43,"SS","KD",NA,NA,"49",NA,NA,"Meay Channel LOW 2017",NA,"21","8","30",NA,NA,"Meay Channel","LOW","2017","Meay Channel LOW 2017 10",NA,51.6630991387831,-128.097080918122
2017-05-25,"1",1,"SCL","SCL",NA,"20","6",NA,NA,"Meay Channel MID 2017",NA,"37","23","25",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 1",NA,51.6633683568806,-128.097357720226
2017-05-25,"2",3,"KJ","LL",NA,"4","10",NA,NA,"Meay Channel MID 2017",NA,"40",NA,"39",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 2",NA,51.6633507679701,-128.097351729598
2017-05-25,"3",7,"SS","KD",NA,"27",NA,NA,NA,"Meay Channel MID 2017",NA,"35","1","38",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 3",NA,51.6633155811467,-128.097339747089
2017-05-25,"4",8,"KJ","LL",NA,NA,"20",NA,NA,"Meay Channel MID 2017",NA,"24",NA,"48",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 4",NA,51.6633067911918,-128.097336752415
2017-05-25,"5",11,"SCL","SCL",NA,"28","10",NA,NA,"Meay Channel MID 2017",NA,"32",NA,"16",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 5",NA,51.6632804033235,-128.097327765865
2017-05-25,"6",22,"KJ","LL",NA,NA,"8",NA,NA,"Meay Channel MID 2017",NA,"20","35","70",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 6",NA,51.6631836417989,-128.097294814427
2017-05-25,"7",23,"KJ","LL",NA,NA,"4",NA,NA,"Meay Channel MID 2017",NA,"40","29","41",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 7",NA,51.6631748518427,-128.09729181977
2017-05-25,"8",26,"PTM","PTM",NA,NA,"50",NA,NA,"Meay Channel MID 2017",NA,"15","34","25",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 8",NA,51.6631484639706,-128.097282833272
2017-05-25,"9",31,"SS","KD",NA,NA,NA,NA,NA,"Meay Channel MID 2017",NA,"10","34","90",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 9",NA,51.6631044781811,-128.097267854953
2017-05-25,"10",33,"SS","KD",NA,NA,"30",NA,NA,"Meay Channel MID 2017",NA,"35","21","35",NA,NA,"Meay Channel","MID","2017","Meay Channel MID 2017 10",NA,51.6630868892656,-128.097261864393
2017-05-25,"1",2,"SCL","SCL",NA,"14",NA,NA,NA,"Meay Channel HIGH 2017",NA,"70","79","5",NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 1",NA,51.663313386669,-128.097551467849
2017-05-25,"2",4,"SCL","SCL",NA,"24","2",NA,NA,"Meay Channel HIGH 2017",NA,"65","48","4",NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 2",NA,51.6632957636615,-128.097545719291
2017-05-25,"3",6,"KJ","LL",NA,"39",NA,NA,NA,"Meay Channel HIGH 2017",NA,"61",NA,NA,NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 3",NA,51.6632781406538,-128.097539970738
2017-05-25,"4",7,"SS","KD",NA,"27",NA,NA,NA,"Meay Channel HIGH 2017",NA,"66","28","4",NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 4",NA,51.6632693246546,-128.097537096552
2017-05-25,"5",8,"SCL","SCL","100",NA,NA,NA,NA,"Meay Channel HIGH 2017",NA,"25",NA,"0.5",NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 5",NA,51.6632605176457,-128.097534222189
2017-05-25,"6",11,"KJ","LL",NA,NA,"3",NA,NA,"Meay Channel HIGH 2017",NA,"5","92",NA,NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 6",NA,51.6632340786378,-128.097525599463
2017-05-25,"7",16,"PTM","PTM",NA,"13","2",NA,NA,"Meay Channel HIGH 2017",NA,"40",NA,"25",NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 7",NA,51.6631900256103,-128.097511228037
2017-05-25,"8",26,"SS","KD",NA,NA,NA,NA,NA,"Meay Channel HIGH 2017",NA,"96",NA,NA,NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 8",NA,51.663101910559,-128.097482485445
2017-05-25,"9",29,"KJ","LL",NA,NA,NA,NA,NA,"Meay Channel HIGH 2017",NA,"100",NA,NA,NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 9",NA,51.6630754715469,-128.097473862779
2017-05-25,"10",34,"SS","KD","100",NA,NA,NA,NA,"Meay Channel HIGH 2017",NA,NA,NA,NA,NA,NA,"Meay Channel","HIGH","2017","Meay Channel HIGH 2017 10",NA,51.6630314185123,-128.097459491451
2018-06-12,"1",1,"Sam","Liam",NA,"88",NA,NA,NA,"West Beach LOW 2018",NA,NA,NA,"12",NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 1",124,51.6512843753638,-128.143497141183
2018-06-12,"2",6,"SCL","SCL",NA,"40","40",NA,NA,"West Beach LOW 2018",NA,NA,"37","20",NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 2",107,51.6512578799229,-128.14355552355
2018-06-12,"3",8,"Lauran","Soren",NA,"100",NA,NA,NA,"West Beach LOW 2018",NA,NA,NA,NA,NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 3",138,51.6512472781358,-128.143578875678
2018-06-12,"4",17,"PTM","PTM",NA,"30","70",NA,NA,"West Beach LOW 2018",NA,NA,NA,NA,NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 4",90,51.6511995790521,-128.143683963565
2018-06-12,"5",18,"SCL","SCL",NA,"67","33",NA,NA,"West Beach LOW 2018",NA,NA,"2",NA,NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 5",104,51.6511942781515,-128.143695640324
2018-06-12,"6",21,"Lauran","Soren",NA,"56","44",NA,NA,"West Beach LOW 2018",NA,NA,"1",NA,NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 6",112,51.6511783844223,-128.143730668968
2018-06-12,"7",23,"Sam","Liam",NA,"35","60",NA,NA,"West Beach LOW 2018",NA,NA,NA,"5",NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 7",117,51.6511677825998,-128.143754021015
2018-06-12,"8",29,"SCL","SCL",NA,"56","32",NA,NA,"West Beach LOW 2018",NA,NA,"3","12",NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 8",90,51.6511359861157,-128.143824079811
2018-06-12,"9",33,"Sam","Liam",NA,"100",NA,NA,NA,"West Beach LOW 2018",NA,NA,NA,NA,NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 9",135,51.6511147914293,-128.143870785083
2018-06-12,"10",34,"Lauran","Soren",NA,"50","50",NA,NA,"West Beach LOW 2018",NA,NA,"4",NA,NA,NA,"West Beach","LOW","2018","West Beach LOW 2018 10",103,51.6511094904992,-128.143882460353
2018-06-12,"1",1,"SCL","SCL",NA,"95","4",NA,NA,"West Beach MID 2018",NA,"2","1","1",NA,NA,"West Beach","MID","2018","West Beach MID 2018 1",171,51.6511804340328,-128.143207876083
2018-06-12,"2",4,"Lauran","Soren",NA,"65","35",NA,NA,"West Beach MID 2018",NA,NA,"5",NA,NA,NA,"West Beach","MID","2018","West Beach MID 2018 2",197,51.6511645132886,-128.143242879378
2018-06-12,"3",12,"PTM","PTM",NA,"21","69",NA,NA,"West Beach MID 2018",NA,NA,"21",NA,NA,NA,"West Beach","MID","2018","West Beach MID 2018 3",203,51.6511220609122,-128.143336220842
2018-06-12,"4",15,"SCL","SCL",NA,"56","34",NA,NA,"West Beach MID 2018",NA,NA,"4","10",NA,NA,"West Beach","MID","2018","West Beach MID 2018 4",160,51.6511061401292,-128.143371224048
2018-06-12,"5",17,"Sam","Liam",NA,"93","7",NA,NA,"West Beach MID 2018",NA,NA,NA,NA,NA,NA,"West Beach","MID","2018","West Beach MID 2018 5",174,51.6510955292613,-128.143394558967
2018-06-12,"6",20,"Sam","Liam",NA,"94","6",NA,NA,"West Beach MID 2018",NA,NA,NA,NA,NA,NA,"West Beach","MID","2018","West Beach MID 2018 6",182,51.6510796084606,-128.143429562132
2018-06-12,"7",23,"Lauran","Soren",NA,"97","3",NA,NA,"West Beach MID 2018",NA,NA,"10",NA,NA,NA,"West Beach","MID","2018","West Beach MID 2018 7",165,51.6510636876493,-128.143464565272
2018-06-12,"8",26,"PTM","PTM",NA,"68","30",NA,NA,"West Beach MID 2018",NA,NA,NA,NA,NA,NA,"West Beach","MID","2018","West Beach MID 2018 8",196,51.6510477668275,-128.143499568388
2018-06-12,"9",46,"Sam","Liam",NA,"35","10",NA,NA,"West Beach MID 2018",NA,NA,NA,"55",NA,NA,"West Beach","MID","2018","West Beach MID 2018 9",181,51.6509416307378,-128.143732921332
2018-06-12,"10",48,"Sam","Liam",NA,"75","5",NA,NA,"West Beach MID 2018",NA,NA,NA,"20",NA,NA,"West Beach","MID","2018","West Beach MID 2018 10",170,51.6509310197969,-128.143756256082
2018-06-12,"1",3,"Soren","Lauran",NA,"50","50",NA,NA,"West Beach HIGH 2018",NA,NA,NA,NA,NA,NA,"West Beach","HIGH","2018","West Beach HIGH 2018 1",257,51.650985887338,-128.143047434867
